,Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry,Reduced Name
1381,EPD,Enterprise Products Partners L.P. Common Stock,$19.59,42762638379.0,6912681,Public Utilities,Natural Gas Distribution,Enterprise Products Partners
1382,EPIX,ESSA Pharma Inc. Common Stock,$11.93,346071536.0,185745,Health Care,Major Pharmaceuticals,Essa Pharma
1383,EPR,EPR Properties Common Stock,$32.50,2424994975.0,703447,Consumer Services,Real Estate Investment Trusts,Epr Properties
1384,EPRT,Essential Properties Realty Trust Inc. Common Stock,$21.20,2219037305.0,418536,Consumer Services,Real Estate Investment Trusts,Essential Properties Realty Trust
1385,EPZM,Epizyme Inc. Common Stock,$10.86,1103173548.0,1109973,Health Care,Major Pharmaceuticals,Epizyme
1386,EQ,Equillium Inc. Common Stock,$5.35,132292360.0,1380564,Health Care,Major Pharmaceuticals,Equillium
1387,EQBK,Equity Bancshares Inc. Class A Common Stock,$21.59,320686784.0,33485,Finance,Major Banks,Equity Bancshares
1388,EQC,Equity Commonwealth Common Shares of Beneficial Interest,$27.28,3315188633.0,527433,Consumer Services,Real Estate Investment Trusts,Equity Commonwealth Of Beneficial Interest
1389,EQD,Equity Distribution Acquisition Corp. Class A Common Stock,$10.24,529920000.0,148007,Finance,Business Services,Equity Distribution Acquisition
1390,EQH,Equitable Holdings Inc. Common Stock,$25.59,11379470700.0,1169677,Finance,Specialty Insurers,Equitable Holdings
1391,EQIX,Equinix Inc. Common Stock REIT,$714.18,63634667104.0,293468,Consumer Services,Real Estate Investment Trusts,Equinix Reit
1392,EQNR,Equinor ASA,$16.42,53303346447.0,2259353,Energy,Integrated oil Companies,Equinor Asa
1393,EQOS,Diginex Limited Ordinary Shares,$16.14,511891818.0,1391988,Finance,Business Services,Diginex
1394,EQR,Equity Residential Common Shares of Beneficial Interest,$59.28,22067172601.0,1423108,Consumer Services,Real Estate Investment Trusts,Equity Residential Of Beneficial Interest
1395,EQT,EQT Corporation Common Stock,$12.71,3502861091.0,4550691,Energy,Oil & Gas Production,Eqt
1396,EQX,Equinox Gold Corp. Common Shares,$10.34,2500937599.0,809987,Basic Industries,Precious Metals,Equinox Gold
1397,ERC,Wells Fargo Multi-Sector Income Fund Common Stock no par value,$12.14,365176493.0,68323,,,Wells Fargo Multi-Sector Income Fund No Par Value
1398,ERES,East Resources Acquisition Company Class A Common Stock,$10.15,437718750.0,216948,Finance,Business Services,East Resources Acquisition Company
1399,ERF,Enerplus Corporation Common Stock,$3.13,696573988.0,1029175,Energy,Oil & Gas Production,Enerplus
1400,ERH,Wells Fargo Utilities and High Income Fund,$12.85,119184585.0,15398,,,Wells Fargo Utilities And High Income Fund
1401,ERIC,Ericsson American Depositary Shares,$11.95,39769600000.0,4294625,Technology,Radio And Television Broadcasting And Communications Equipment,Ericsson
1402,ERIE,Erie Indemnity Company Class A Common Stock,$245.60,12842391581.0,40449,Finance,Specialty Insurers,Erie Indemnity Company
1403,ERII,Energy Recovery Inc. Common Stock,$13.64,765207806.0,182922,Technology,Industrial Machinery/Components,Energy Recovery
1404,ERJ,Embraer S.A. Common Stock,$6.81,1253334710.0,1106715,Capital Goods,Aerospace,Embraer
1405,ERYP,Erytech Pharma S.A. American Depositary Shares,$9.23,180554242.0,2885,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Erytech Pharma
1406,ES,Eversource Energy (D/B/A) Common Stock,$86.51,29657741007.0,1116970,Public Utilities,Electric Utilities: Central,Eversource Energy
1407,ESCA,Escalade Incorporated Common Stock,$21.17,299966283.0,26660,Consumer Non-Durables,Recreational Products/Toys,Escalade Incorporated
1408,ESE,ESCO Technologies Inc. Common Stock,$103.22,2687612839.0,91318,Capital Goods,Telecommunications Equipment,Esco Technologies
1409,ESGR,Enstar Group Limited Ordinary Shares,$204.89,4709183564.0,42972,Finance,Property-Casualty Insurers,Enstar Group
1410,ESI,Element Solutions Inc. Common Stock,$17.73,4383089717.0,958290,Basic Industries,Major Chemicals,Element Solutions
1411,ESLT,Elbit Systems Ltd. Ordinary Shares,$130.80,5781141564.0,21847,Capital Goods,Military/Government/Technical,Elbit Systems
1412,ESNT,Essent Group Ltd. Common Shares,$43.20,4856686733.0,437118,Finance,Property-Casualty Insurers,Essent Group
1413,ESPR,Esperion Therapeutics Inc. Common Stock,$26.00,724792276.0,1085980,Health Care,Major Pharmaceuticals,Esperion Therapeutics
1414,ESQ,Esquire Financial Holdings Inc. Common Stock,$19.19,147049900.0,7226,Finance,Commercial Banks,Esquire Financial Holdings
1415,ESRT,Empire State Realty Trust Inc. Class A Common Stock,$9.32,2678055847.0,1245028,Consumer Services,Real Estate Investment Trusts,Empire State Realty Trust
1416,ESS,Essex Property Trust Inc. Common Stock,$237.42,15480881830.0,316932,Consumer Services,Real Estate Investment Trusts,Essex Property Trust
1417,ESSA,ESSA Bancorp Inc. Common Stock,$15.00,162293490.0,10227,Finance,Banks,Essa Bancorp
1418,ESSC,East Stone Acquisition Corporation Ordinary Shares,$10.05,177920175.0,44905,Technology,Computer Software: Programming Data Processing,East Stone Acquisition
1419,ESTA,Establishment Labs Holdings Inc. Common Shares,$37.64,882212342.0,56168,Health Care,Industrial Specialties,Establishment Labs Holdings
1420,ESTC,Elastic N.V. Ordinary Shares,$146.13,12772296397.0,456499,Technology,Computer Software: Prepackaged Software,Elastic N.V.
1421,ESTE,Earthstone Energy Inc. Class A Common Stock,$5.33,347623240.0,115144,Energy,Oil & Gas Production,Earthstone Energy
1422,ESXB,Community Bankers Trust Corporation Common Stock (VA),$6.75,150666750.0,155722,Finance,Major Banks,Community Bankers Trust
1423,ET,Energy Transfer LP Common Units ,$6.18,16671887902.0,23016296,Public Utilities,Natural Gas Distribution,Energy Transfer
1424,ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,$10.23,779526000.0,341714,Finance,Business Services,E.Merge Technology Acquisition
1425,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,$15.00,399096450.0,86682,,,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Of Beneficial Interest
1426,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,$18.25,1392478906.0,170500,,,Eaton Vance Tax-Advantaged Global Dividend Income Fund Of Beneficial Interest
1427,ETH,Ethan Allen Interiors Inc. Common Stock,$20.21,506322787.0,120296,Consumer Durables,Home Furnishings,Ethan Allen Interiors
1428,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,$10.37,662180094.0,171789,,,Eaton Vance Risk-Managed Diversified Equity Income Fund Of Beneficial Interest
1429,ETN,Eaton Corporation PLC Ordinary Shares,$120.14,47887804000.0,1056873,Technology,Industrial Machinery/Components,Eaton
1430,ETNB,89bio Inc. Common Stock,$24.37,484447623.0,177576,Health Care,Major Pharmaceuticals,89Bio
1431,ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,$25.27,396264581.0,61640,,,Eaton Vance Tax-Advantage Global Dividend Opp
1432,ETON,Eton Pharmaceuticals Inc. Common Stock,$8.13,196856023.0,80757,Health Care,Major Pharmaceuticals,Eton Pharmaceuticals
1433,ETR,Entergy Corporation Common Stock,$99.84,19991214996.0,992280,Public Utilities,Electric Utilities: Central,Entergy
1434,ETRN,Equitrans Midstream Corporation Common Stock ,$8.04,3477058800.0,5958815,Public Utilities,Natural Gas Distribution,Equitrans Midstream
1435,ETSY,Etsy Inc. Common Stock,$177.91,22432843761.0,2076858,Miscellaneous,Business Services,Etsy
1436,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,$15.35,1402742067.0,188019,,,Eaton Vance
1437,ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,$9.68,1040470520.0,229667,,,Eaton Vance
1438,ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,$23.42,254013578.0,34647,,,Eaton Vance Municipal Income 2028 Term Trust Of Beneficial Interest
1439,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,$12.25,1858533446.0,529393,,,Eaton Vance Tax-Managed Diversified Equity Income Fund Of Beneficial Interest
1440,EURN,Euronav NV Ordinary Shares,$8.00,1613423848.0,985849,Transportation,Marine Transportation,Euronav Nv
1441,EV,Eaton Vance Corporation Common Stock,$67.93,7788943807.0,681517,Finance,Investment Managers,Eaton Vance
1442,EVA,Enviva Partners LP Common units representing limited partner interests,$45.42,1806238397.0,74855,Basic Industries,Forest Products,Enviva Partners
1443,EVBG,Everbridge Inc. Common Stock,$149.07,5210882721.0,183647,Technology,Computer Software: Prepackaged Software,Everbridge
1444,EVBN,Evans Bancorp Inc. Common Stock,$27.54,148279188.0,7430,Finance,Major Banks,Evans Bancorp
1445,EVER,EverQuote Inc. Class A Common Stock,$37.35,1037449586.0,309271,Technology,Computer Software: Programming Data Processing,Everquote
1446,EVF,Eaton Vance Senior Income Trust Common Stock,$6.36,240831621.0,43793,,,Eaton Vance Senior Income Trust
1447,EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,$12.36,221004167.0,67614,,,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Of Beneficial Interest
1448,EVGN,Evogene Ltd Ordinary Shares,$4.70,167202284.0,1349213,Basic Industries,Agricultural Chemicals,Evogene
1449,EVH,Evolent Health Inc Class A Common Stock,$16.03,1376131450.0,310765,Consumer Services,Other Consumer Services,Evolent Health
1450,EVI,EVI Industries Inc.  Common Stock,$29.92,395208224.0,27260,Consumer Services,Other Consumer Services,Evi Industries
1451,EVLO,Evelo Biosciences Inc. Common Stock,$12.09,558427863.0,502520,Health Care,Major Pharmaceuticals,Evelo Biosciences
1452,EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,$11.75,293683483.0,99340,,,Eaton Vance California Municipal Bond Fund Of Beneficial Interest $.01 Par Value
1453,EVN,Eaton Vance Municipal Income Trust Common Stock,$13.38,530746641.0,95250,,,Eaton Vance Municipal Income Trust
1454,EVOP,EVO Payments Inc. Class A Common Stock,$27.01,1120220114.0,184400,Miscellaneous,Business Services,Evo Payments
1455,EVR,Evercore Inc. Class A Common Stock,$109.64,4454867592.0,313527,Finance,Investment Managers,Evercore
1456,EVRG,Evergy Inc. Common Stock,$55.51,12591433218.0,4683547,Public Utilities,Power Generation,Evergy
1457,EVRI,Everi Holdings Inc. Common Stock,$13.81,1186669160.0,1384256,Consumer Services,Services-Misc. Amusement & Recreation,Everi Holdings
1458,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,$23.65,1738454125.0,147561,,,Eaton Vance Tax Advantaged Dividend Income Fund Of Beneficial Interest
1459,EVTC,Evertec Inc. Common Stock,$39.32,2827382572.0,379064,Technology,EDP Services,Evertec
1460,EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,$12.53,1455322136.0,614628,,,Eaton Vance Duration Income Fund Of Beneficial Interest
1461,EW,Edwards Lifesciences Corporation Common Stock,$91.23,56858939946.0,1100285,Health Care,Industrial Specialties,Edwards Lifesciences
1462,EWBC,East West Bancorp Inc. Common Stock,$50.71,7178709527.0,439071,Finance,Major Banks,East West Bancorp
1463,EXAS,Exact Sciences Corporation Common Stock,$132.49,19929680397.0,742187,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Exact Sciences
1464,EXC,Exelon Corporation Common Stock,$42.22,41188669388.0,3248447,Public Utilities,Power Generation,Exelon
1465,EXEL,Exelixis Inc. Common Stock,$20.07,6226596297.0,1649451,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Exelixis
1466,EXFO,EXFO Inc,$3.41,190189753.0,30706,Capital Goods,Electrical Products,Exfo Inc
1467,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,$8.77,2656112492.0,630803,,,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Of Beneficial Interest
1468,EXK,Endeavour Silver Corporation Ordinary Shares (Canada),$5.04,793659424.0,4375455,Basic Industries,Precious Metals,Endeavour Silver
1469,EXLS,ExlService Holdings Inc. Common Stock,$85.13,2878206992.0,81200,Miscellaneous,Business Services,Exlservice Holdings
1470,EXP,Eagle Materials Inc Common Stock,$101.35,4238248422.0,368338,Capital Goods,Building Materials,Eagle Materials
1471,EXPC,Experience Investment Corp. Class A Common Stock,$11.08,380875000.0,1508331,Finance,Business Services,Experience Investment
1472,EXPD,Expeditors International of Washington Inc. Common Stock,$95.11,16098859966.0,468922,Transportation,Oil Refining/Marketing,Expeditors International Of Washington
1473,EXPE,Expedia Group Inc. Common Stock,$132.40,18729493332.0,1459038,Consumer Services,Transportation Services,Expedia Group
1474,EXPI,eXp World Holdings Inc. Common Stock,$63.12,4415377499.0,957578,Finance,Real Estate,Exp World Holdings
1475,EXPO,Exponent Inc. Common Stock,$90.03,4648205596.0,180289,Consumer Services,Professional Services,Exponent
1476,EXR,Extra Space Storage Inc Common Stock,$115.86,14973205218.0,603095,Consumer Services,Real Estate Investment Trusts,Extra Space Storage
1477,EXTN,Exterran Corporation Common Stock,$4.42,146421230.0,284353,Technology,Diversified Commercial Services,Exterran
1478,EXTR,Extreme Networks Inc. Common Stock,$6.89,847560514.0,435471,Technology,Computer Communications Equipment,Extreme Networks
1479,EYE,National Vision Holdings Inc. Common Stock,$45.29,3669410882.0,311918,Health Care,Ophthalmic Goods,National Vision Holdings
1480,EYEN,Eyenovia Inc. Common Stock,$6.06,150798561.0,385844,Health Care,Major Pharmaceuticals,Eyenovia
1481,EZPW,EZCORP Inc. Class A Non Voting Common Stock,$4.79,264901461.0,362913,Consumer Services,Other Specialty Stores,Ezcorp Non Voting
1482,F,Ford Motor Company Common Stock,$8.79,34970376494.0,40176529,Capital Goods,Auto Manufacturing,Ford Motor Company
1483,FAF,First American Corporation (New) Common Stock,$51.63,5764233828.0,357701,Finance,Specialty Insurers,First American
1484,FAII,Fortress Value Acquisition Corp. II Class A Common Stock,$10.73,462731250.0,210355,Finance,Business Services,Fortress Value Acquisition Ii
1485,FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,$10.55,133895452.0,232850,,,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Of Beneficial Interest
1486,FANG,Diamondback Energy Inc. Commmon Stock,$48.40,7645954523.0,2210853,Energy,Oil & Gas Production,Diamondback Energy Commmon
1487,FANH,Fanhua Inc. American Depositary Shares,$12.04,646482852.0,24950,Finance,Specialty Insurers,Fanhua
1488,FARO,FARO Technologies Inc. Common Stock,$70.63,1259689793.0,42835,Capital Goods,Industrial Machinery/Components,Faro Technologies
1489,FAST,Fastenal Company Common Stock,$48.83,28031022297.0,2379493,Consumer Services,RETAIL: Building Materials,Fastenal Company
1490,FATE,Fate Therapeutics Inc. Common Stock,$90.93,7933099830.0,663728,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Fate Therapeutics
1491,FAX,Aberdeen Asia-Pacific Income Fund Inc Common Stock,$4.45,1102246172.0,774121,,,Aberdeen Asia-Pacific Income Fund
1492,FB,Facebook Inc. Class A Common Stock,$273.16,778000000000.0,12900408,Technology,Computer Software: Programming Data Processing,Facebook
1493,FBC,Flagstar Bancorp Inc. Common Stock,$40.76,2142522132.0,402782,Finance,Savings Institutions,Flagstar Bancorp
1494,FBHS,Fortune Brands Home & Security Inc. Common Stock,$85.72,11908969193.0,493448,Basic Industries,Forest Products,Fortune Brands Home & Security
1495,FBIO,Fortress Biotech Inc. Common Stock,$3.17,297038069.0,463771,Health Care,Major Pharmaceuticals,Fortress Biotech
1496,FBIZ,First Business Financial Services Inc. Common Stock,$18.41,156821148.0,6666,Finance,Major Banks,First Business Financial Services
1497,FBK,FB Financial Corporation Common Stock,$34.73,1639212136.0,99765,Finance,Major Banks,Fb Financial
1498,FBM,Foundation Building Materials Inc. Common Stock,$19.21,830040664.0,213102,Consumer Services,RETAIL: Building Materials,Foundation Building Materials
1499,FBMS,First Bancshares Inc.,$30.88,661015520.0,56927,Finance,Major Banks,First Bancshares
1500,FBNC,First Bancorp Common Stock,$33.83,968554862.0,135116,Finance,Major Banks,First Bancorp
1501,FBP,First BanCorp. New Common Stock,$9.22,2012070467.0,1939350,Finance,Major Banks,First Bancorp.
1502,FBRX,Forte Biosciences Inc. Common Stock,$36.41,467162073.0,73134,Health Care,Major Pharmaceuticals,Forte Biosciences
1503,FC,Franklin Covey Company Common Stock,$22.27,312345948.0,27711,Consumer Services,Other Consumer Services,Franklin Covey Company
1504,FCAC,Falcon Capital Acquisition Corp. Class A Common Stock,$10.54,454537500.0,397407,Finance,Business Services,Falcon Capital Acquisition
